575978118904.000000,22629.000000
575979248057.000000,23797.000000
575980285655.000000,25078.000000
575981292736.000000,26630.000000
575982330334.000000,27990.000000
575983337415.000000,28807.000000
575984375000.000000,30167.000000
575985382080.000000,31223.000000
575986389161.000000,32439.000000
575987426759.000000,33416.000000
575988433840.000000,34488.000000
575989440920.000000,35480.000000
575990478519.000000,36248.000000
575991485599.000000,37305.000000
575992492680.000000,38137.000000
575993530278.000000,39161.000000
575994537359.000000,39625.000000
575995544439.000000,40217.000000
575996582038.000000,40649.000000
575997589118.000000,41210.000000
575998596199.000000,41770.000000
576000091554.000000,41754.000000
576001098634.000000,42090.000000
576002105715.000000,42314.000000
576003143313.000000,42554.000000
576004150394.000000,42362.000000
576005157474.000000,42170.000000
576006195073.000000,42074.000000
576007202153.000000,41578.000000
576008209234.000000,41434.000000
576009216314.000000,41322.000000
576010253913.000000,41098.000000
576011260993.000000,40105.000000
576012298592.000000,39321.000000
576013305672.000000,38873.000000
576014312753.000000,37977.000000
576015319833.000000,37369.000000
576016357432.000000,36120.000000
576017364512.000000,35240.000000
576018402111.000000,34040.000000
576019409191.000000,33368.000000
576020416272.000000,32071.000000
576021423352.000000,30999.000000
576022460937.000000,29703.000000
576023498536.000000,28759.000000
576024505616.000000,27542.000000
576025512697.000000,26374.000000
576026550295.000000,25366.000000
576027557376.000000,23749.000000
576028564456.000000,22437.000000
576029602055.000000,21365.000000
576030609135.000000,19956.000000
576031616216.000000,18916.000000
576032653814.000000,17652.000000
576033660895.000000,16323.000000
576034667975.000000,15379.000000
576035705574.000000,14147.000000
576036712654.000000,13091.000000
576037719735.000000,11922.000000
576038726815.000000,11026.000000
576039764414.000000,9746.000000
576040771494.000000,9090.000000
576041778575.000000,8338.000000
576042816173.000000,7313.000000
576043823254.000000,6705.000000
576044830334.000000,6033.000000
576045867933.000000,5041.000000
576046905518.000000,4689.000000
576047912598.000000,4080.000000
576048919679.000000,3424.000000
576049926759.000000,3264.000000
576050964358.000000,3152.000000
576051971438.000000,2944.000000
576052978519.000000,2960.000000
576054016117.000000,3024.000000
576055023198.000000,3008.000000
576056030278.000000,3008.000000
576057067877.000000,3344.000000
576058074957.000000,3648.000000
576059082038.000000,4032.000000
576060119636.000000,4529.000000
576061126717.000000,4641.000000
576062133797.000000,5425.000000
576063171396.000000,5969.000000
576064178476.000000,7089.000000
576065185557.000000,7665.000000
576066223155.000000,8610.000000
576067230236.000000,9234.000000
576068237316.000000,10338.000000
576069274915.000000,11458.000000
576070281995.000000,12563.000000
576071319580.000000,13699.000000
576072326661.000000,14931.000000
576073333741.000000,15763.000000
576074371340.000000,17044.000000
576075378420.000000,18324.000000
576076385501.000000,19172.000000
576077423099.000000,20773.000000
576078430180.000000,21957.000000
576079467778.000000,23285.000000
576080474859.000000,24309.000000
576081481939.000000,25606.000000
576082489020.000000,27190.000000
576083526618.000000,28006.000000
576084533699.000000,29575.000000
576085540779.000000,30487.000000
576086578378.000000,31575.000000
576087585458.000000,33016.000000
576088623057.000000,33688.000000
576089630137.000000,35256.000000
576090637218.000000,35720.000000
576091674816.000000,36792.000000
576092681897.000000,37561.000000
576093688977.000000,38489.000000
576093750000.000000,38313.000000
576094757080.000000,39065.000000
576095764161.000000,39689.000000
576096801759.000000,40361.000000
576097808840.000000,40825.000000
576098815920.000000,41162.000000
576099853519.000000,41946.000000
576100860599.000000,41786.000000
576101867680.000000,42090.000000
576102905278.000000,42330.000000
576103912359.000000,42330.000000
576104919439.000000,42218.000000
576105926520.000000,42154.000000
576106964118.000000,41866.000000
576107971199.000000,41402.000000
576109008797.000000,41290.000000
576110015878.000000,40889.000000
576111022958.000000,40105.000000
576112060557.000000,39801.000000
576113067637.000000,39129.000000
576114074718.000000,38409.000000
576115112316.000000,37497.000000
576116119397.000000,36648.000000
576117126477.000000,35816.000000
576118164062.000000,35032.000000
576119171143.000000,33960.000000
576120208741.000000,32663.000000
576121215822.000000,31799.000000
576122222902.000000,30343.000000
576123260501.000000,29415.000000
576124267581.000000,28150.000000
576125274662.000000,27206.000000
576126312260.000000,25622.000000
576127319341.000000,24501.000000
576128326421.000000,23301.000000
576129364020.000000,21989.000000
576130371100.000000,20709.000000
