0.000000,0.011279
0.010000,0.012891
0.020000,0.012085
0.030000,0.012891
0.040000,0.013696
0.050000,0.015308
0.060000,0.019336
0.070000,0.020142
0.080000,0.020142
0.090000,0.019336
0.100000,0.019336
0.110000,0.019336
0.120000,0.018530
0.130000,0.023364
0.140000,0.022559
0.150000,0.022559
0.160000,0.021753
0.170000,0.025781
0.180000,0.024170
0.190000,0.027393
0.200000,0.028198
0.210000,0.028198
0.220000,0.028198
0.230000,0.027393
0.240000,0.032227
0.250000,0.035449
0.260000,0.034644
0.270000,0.034644
0.280000,0.033032
0.290000,0.037866
0.300000,0.041895
0.310000,0.039478
0.320000,0.043506
0.330000,0.040283
0.340000,0.039478
0.350000,0.037061
0.360000,0.036255
0.370000,0.033838
0.380000,0.032227
0.390000,0.029810
0.400000,0.033838
0.410000,0.033032
0.420000,0.032227
0.430000,0.046729
0.440000,0.043506
0.450000,0.040283
0.460000,0.045923
0.470000,0.042700
0.480000,0.042700
0.490000,0.041895
0.500000,0.038672
0.510000,0.041895
0.520000,0.044312
0.530000,0.041895
0.540000,0.045923
0.550000,0.045117
0.560000,0.047534
0.570000,0.045923
0.580000,0.044312
0.590000,0.051562
0.600000,0.048340
0.610000,0.051562
0.620000,0.051562
0.630000,0.060425
0.640000,0.065259
0.650000,0.061230
0.660000,0.064453
0.670000,0.062036
0.680000,0.060425
0.690000,0.060425
0.700000,0.059619
0.710000,0.061230
0.720000,0.058008
0.730000,0.056396
0.740000,0.054785
0.750000,0.070898
0.760000,0.067676
0.770000,0.064453
0.780000,0.067676
0.790000,0.068481
0.800000,0.064453
0.810000,0.070898
0.820000,0.070093
0.830000,0.073315
0.840000,0.069287
0.850000,0.069287
0.860000,0.069287
0.870000,0.066870
0.880000,0.075732
0.890000,0.073315
0.900000,0.077344
0.910000,0.076538
0.920000,0.085400
0.930000,0.082178
0.940000,0.091040
0.950000,0.087817
0.960000,0.087012
0.970000,0.094263
0.980000,0.087012
0.990000,0.087817
1.000000,0.084595
1.010000,0.091040
1.020000,0.084595
1.030000,0.083789
1.040000,0.082178
1.050000,0.103125
1.060000,0.101514
1.070000,0.105542
1.080000,0.114404
1.090000,0.111987
1.100000,0.103125
1.110000,0.100708
1.120000,0.116016
1.130000,0.113599
1.140000,0.118433
1.150000,0.127295
1.160000,0.121655
1.170000,0.128906
1.180000,0.125684
1.190000,0.129712
1.200000,0.140991
1.210000,0.133740
1.220000,0.138574
1.230000,0.140186
1.240000,0.136157
1.250000,0.143408
1.260000,0.144214
1.270000,0.148242
1.280000,0.153076
1.290000,0.141797
1.300000,0.157910
1.310000,0.157104
1.320000,0.170801
1.330000,0.157910
1.340000,0.175635
1.350000,0.169995
1.360000,0.167578
1.370000,0.169995
1.380000,0.181274
1.390000,0.188525
1.400000,0.178857
1.410000,0.199805
1.420000,0.188525
1.430000,0.194971
1.440000,0.195776
1.450000,0.183691
1.460000,0.193359
1.470000,0.195776
1.480000,0.201416
1.490000,0.191748
1.500000,0.201416
1.510000,0.190942
1.520000,0.209473
1.530000,0.199805
1.540000,0.222363
1.550000,0.221558
1.560000,0.218335
1.570000,0.216724
1.580000,0.202222
1.590000,0.211084
1.600000,0.194971
1.610000,0.182080
1.620000,0.178052
1.630000,0.207056
1.640000,0.219141
1.650000,0.215112
1.660000,0.201416
1.670000,0.201416
1.680000,0.208667
1.690000,0.208667
1.700000,0.206250
1.710000,0.217529
1.720000,0.208667
1.730000,0.217529
1.740000,0.203833
1.750000,0.190137
1.760000,0.207056
1.770000,0.203027
1.780000,0.195776
1.790000,0.189331
1.800000,0.195776
1.810000,0.193359
1.820000,0.185303
1.830000,0.190137
1.840000,0.177246
1.850000,0.193359
1.860000,0.188525
1.870000,0.182080
1.880000,0.187720
1.890000,0.175635
1.900000,0.180469
1.910000,0.178052
1.920000,0.174829
1.930000,0.168384
1.940000,0.171606
1.950000,0.179663
1.960000,0.171606
1.970000,0.171606
1.980000,0.157910
1.990000,0.150659
2.000000,0.156299
2.010000,0.149048
2.020000,0.156299
2.030000,0.150659
2.040000,0.150659
2.050000,0.158716
2.060000,0.156299
2.070000,0.150659
2.080000,0.145825
2.090000,0.145020
2.100000,0.142603
2.110000,0.146631
2.120000,0.136157
2.130000,0.130518
2.140000,0.124072
2.150000,0.131323
2.160000,0.140186
2.170000,0.140186
2.180000,0.140186
2.190000,0.133740
2.200000,0.130518
2.210000,0.136963
2.220000,0.138574
2.230000,0.130518
2.240000,0.136963
2.250000,0.128906
2.260000,0.121655
2.270000,0.123267
2.280000,0.114404
2.290000,0.117627
2.300000,0.119238
2.310000,0.114404
2.320000,0.119238
2.330000,0.111987
2.340000,0.126489
2.350000,0.125684
2.360000,0.116821
2.370000,0.116016
2.380000,0.112793
2.390000,0.113599
2.400000,0.118433
2.410000,0.114404
2.420000,0.110376
2.430000,0.111182
2.440000,0.110376
2.450000,0.112793
2.460000,0.106348
2.470000,0.101514
2.480000,0.103125
2.490000,0.110376
2.500000,0.104736
2.510000,0.099902
2.520000,0.105542
2.530000,0.100708
2.540000,0.106348
2.550000,0.106348
2.560000,0.098291
2.570000,0.114404
2.580000,0.106348
2.590000,0.107959
2.600000,0.101514
2.610000,0.093457
2.620000,0.091846
2.630000,0.085400
2.640000,0.092651
2.650000,0.091846
2.660000,0.086206
2.670000,0.097485
2.680000,0.097485
2.690000,0.091846
2.700000,0.087817
2.710000,0.086206
2.720000,0.092651
2.730000,0.093457
2.740000,0.087012
2.750000,0.081372
2.760000,0.080566
2.770000,0.087817
2.780000,0.084595
2.790000,0.085400
2.800000,0.086206
2.810000,0.093457
2.820000,0.087012
2.830000,0.083789
2.840000,0.090234
2.850000,0.089429
2.860000,0.087012
2.870000,0.093457
2.880000,0.086206
2.890000,0.090234
2.900000,0.083789
2.910000,0.087012
2.920000,0.085400
2.930000,0.081372
2.940000,0.076538
2.950000,0.079761
2.960000,0.074927
2.970000,0.082178
2.980000,0.077344
2.990000,0.078149
3.000000,0.082178
3.010000,0.078955
3.020000,0.078955
3.030000,0.079761
3.040000,0.078149
3.050000,0.078149
3.060000,0.080566
3.070000,0.079761
3.080000,0.083789
3.090000,0.092651
3.100000,0.087012
3.110000,0.085400
3.120000,0.082178
3.130000,0.075732
3.140000,0.078955
3.150000,0.079761
3.160000,0.078955
3.170000,0.074927
3.180000,0.070093
3.190000,0.068481
3.200000,0.072510
3.210000,0.073315
3.220000,0.087012
3.230000,0.082178
3.240000,0.076538
3.250000,0.072510
3.260000,0.069287
3.270000,0.070898
3.280000,0.072510
3.290000,0.067676
3.300000,0.066064
3.310000,0.068481
3.320000,0.073315
3.330000,0.069287
3.340000,0.071704
3.350000,0.071704
3.360000,0.069287
3.370000,0.067676
3.380000,0.073315
3.390000,0.068481
3.400000,0.071704
3.410000,0.070898
3.420000,0.068481
3.430000,0.072510
3.440000,0.072510
3.450000,0.070093
3.460000,0.068481
3.470000,0.069287
3.480000,0.067676
3.490000,0.069287
3.500000,0.067676
3.510000,0.069287
3.520000,0.066870
3.530000,0.073315
3.540000,0.067676
3.550000,0.062842
3.560000,0.061230
3.570000,0.056396
3.580000,0.067676
3.590000,0.065259
3.600000,0.060425
3.610000,0.058008
3.620000,0.059619
3.630000,0.062036
3.640000,0.062036
3.650000,0.058813
3.660000,0.055591
3.670000,0.064453
3.680000,0.066870
